URL,List Entry Number,Heritage Category,Grade,Heritage Asset Name,Alternative Name,Monument Type,Period Name,Phase Display Date,Main Material,Covering Material,Address Line 1,Address Line2,Address Line3,Address Line4,Address Line5,Post Town,Post Code,Parish,District/Unitary Authority,County,Locality,NGR,Latitude,Longitude,First Designated Date,Last Amendment Date,Legacy Number
https://historicengland.org.uk/listing/the-list/list-entry/1041371,1041371,Listing,II,REDFORD HEADSTONE 10 METRES SOUTH OF PORCH OF CHURCH OF ST BARTHOLOMEW,,"GRAVESTONE, ","POST MEDIEVAL, ","1805, ","SANDSTONE, ",,REDFORD HEADSTONE 10 METRES SOUTH OF PORCH OF CHURCH OF ST BARTHOLOMEW,,HIGH STREET,,,,,Newbiggin by the Sea,Northumberland,,,NZ 31777 88001,55.18527936,-1.50249166,18 December 1986,18 December 1986,235961
https://historicengland.org.uk/listing/the-list/list-entry/1041372,1041372,Listing,II,MILE POST 150 METRES SOUTH OF NORTH MOOR FARM ENTRANCE,,"MILEPOST, ","POST MEDIEVAL, ","Late C19, ","CAST IRON, ",,MILE POST 150 METRES SOUTH OF NORTH MOOR FARM ENTRANCE,,A192,,,,,Seaton Valley,Northumberland,,,NZ 28860 76967,55.08630763,-1.54942026,15 July 1987,15 July 1987,235967
https://historicengland.org.uk/listing/the-list/list-entry/1041373,1041373,Listing,II,CHURCH OF ST MARY,,"CHAPEL OF EASE, ","POST MEDIEVAL, ","Built 1885, ","BRICK, RENDER, STONE, TIMBER, ","CLAY, LEAD, TILE, ",CHURCH OF ST MARY,,A192,,,,,Seaton Valley,Northumberland,,HOLYWELL,NZ 31343 74810,55.0667774,-1.51075768,15 July 1987,15 July 1987,235969
https://historicengland.org.uk/listing/the-list/list-entry/1041374,1041374,Listing,II,STABLE RANGE TO EAST OF HOLYWELL MANOR HOUSE,,"STABLE, ","POST MEDIEVAL, ","C17, Early C19, ","RUBBLE, ","PANTILE, WELSH SLATE, ",STABLE RANGE TO EAST OF HOLYWELL MANOR HOUSE,,A192,,,,,Seaton Valley,Northumberland,,HOLYWELL,NZ 31824 74492,55.06388947,-1.50326172,15 July 1987,15 July 1987,235972
https://historicengland.org.uk/listing/the-list/list-entry/1041376,1041376,Listing,II,BRIDGE OVER SEATON BURN ON TRACK TO HARTLEY WEST FARM,,"BRIDGE, ","POST MEDIEVAL, ","Mid C18, ","STONE, ",,BRIDGE OVER SEATON BURN ON TRACK TO HARTLEY WEST FARM,,B1325,,,,,Seaton Valley,Northumberland,,,NZ 33680 75458,55.07244769,-1.47408957,15 July 1987,15 July 1987,235980
https://historicengland.org.uk/listing/the-list/list-entry/1041377,1041377,Listing,II,LOW HORTON FARMHOUSE,,"HOUSE, ","POST MEDIEVAL, ","Built mid C18, Late C18 or early C19, ","BRICK, RENDER, STONE, ","WELSH SLATE, ",LOW HORTON FARMHOUSE,,,,,,,Blyth,Northumberland,,HORTON,NZ 28192 79657,55.11051948,-1.55961721,15 July 1987,15 July 1987,235982
https://historicengland.org.uk/listing/the-list/list-entry/1041378,1041378,Listing,II,OLD WINDMILL 700 METRES SOUTH WEST OF PLESSEY CHECKS ROUNDABOUT,,"TOWER MILL, ","POST MEDIEVAL, ","1749, ","STONE, ",,OLD WINDMILL 700 METRES SOUTH WEST OF PLESSEY CHECKS ROUNDABOUT,,,,,,,Cramlington,Northumberland,,PLESSEY,NZ 23813 78870,55.10367625,-1.62832358,15 July 1987,15 July 1987,235986
https://historicengland.org.uk/listing/the-list/list-entry/1041379,1041379,Listing,II,Dovecote 7 metres south east of Hartford Hall,,"DOVECOTE, ","EARLY 20TH CENTURY, ","Built early C20, ","ASHLAR, STONE, ","STONE, ",Hartford Hall Estate,Bedlington,,,,,NE22 6AG,West Bedlington,Northumberland,,HARTFORD,NZ 24520 80109,55.11477537,-1.6171369,18 December 1986,18 December 1986,235886
https://historicengland.org.uk/listing/the-list/list-entry/1041380,1041380,Listing,II,Terrace and terrace walls to south of Hartford Hall,,"GARDEN TERRACE, GARDEN WALL, ","EARLY 20TH CENTURY, ","Built early C20, ","ASHLAR, STONE, ",,Hartford Hall Estate,Bedlington,,,,,NE22 6AG,West Bedlington,Northumberland,,HARTFORD,NZ 24470 80098,55.11467898,-1.61792167,18 December 1986,18 December 1986,235887
https://historicengland.org.uk/listing/the-list/list-entry/1041382,1041382,Listing,II,COAL STAITHES AT BLYTH POWER STATION,,"STAITH, ","EARLY 20TH CENTURY, LATE 20TH CENTURY, ","Altered 1994, Constructed 1910-1923, ","TIMBER, ",,COAL STAITHES AT BLYTH POWER STATION,,,,,,,East Bedlington,Northumberland,,NORTH BLYTH,NZ 30612 82999,55.14040615,-1.52131826,18 December 1986,18 December 1986,235891
https://historicengland.org.uk/listing/the-list/list-entry/1041383,1041383,Listing,II,NOS 2 3 AND 4 WITH BACKYARD WALLS AND OUTHOUSE,,"OUTBUILDING, TERRACE, WALL, WORKERS COTTAGE, ","POST MEDIEVAL, ","c1870, ","BRICK, ","WELSH SLATE, ",NOS 2 3 AND 4 WITH BACKYARD WALLS AND OUTHOUSE,"2,3,4",FIRST ROW,,,,,Ashington,Northumberland,,,NZ 26387 87776,55.18357331,-1.5871584,18 December 1986,18 December 1986,235892
https://historicengland.org.uk/listing/the-list/list-entry/1041384,1041384,Listing,II,"NOS 15 TO 19, WITH BACKYARD WALLS AND OUTBUILDINGS",,"OUTBUILDING, TERRACE, WALL, WORKERS COTTAGE, ","POST MEDIEVAL, ","c1870, ","BRICK, ","WELSH SLATE, ","NOS 15 TO 19, WITH BACKYARD WALLS AND OUTBUILDINGS",15-19,FIRST ROW,,,,,Ashington,Northumberland,,,NZ 26309 87769,55.18351455,-1.58838393,18 December 1986,18 December 1986,235894
https://historicengland.org.uk/listing/the-list/list-entry/1041385,1041385,Listing,II,MOOR HOUSE FARMHOUSE,,"HOUSE, ","MODERN, POST MEDIEVAL, ","1938, early C18, early C19, ","BRICK, RENDER, STONE, ","WELSH SLATE, ",MOOR HOUSE FARMHOUSE,,MOOR HOUSE LANE,,,,,Ashington,Northumberland,,HIRST,NZ 28635 87385,55.17993541,-1.55189626,18 December 1986,18 December 1986,235896
https://historicengland.org.uk/listing/the-list/list-entry/1041386,1041386,Listing,II,MINERS MEMORIAL,MINERS MEMORIAL IN HIRST PARK,"COMMEMORATIVE MONUMENT, ","EARLY 20TH CENTURY, LATE 20TH CENTURY, ","Constructed 1923, Moved 1991, ","BRONZE, GRANITE, ",,MINERS MEMORIAL,,WOODHORN COLLIERY,,,,,Ashington,Northumberland,,ASHINGTON,NZ2886388402,55.18905926,-1.54821164,18 December 1986,03 June 2010,235898
https://historicengland.org.uk/listing/the-list/list-entry/1041387,1041387,Listing,II,GARDENS WALLS AND ATTACHED PRIVY TO WEST AND SOUTH OF ASHINGTON FARMHOUSE,,"GARDEN WALL, GATE, GATE PIER, PRIVY HOUSE, ","POST MEDIEVAL, ","C18, C19, ","STONE, ","WELSH SLATE, ",GARDENS WALLS AND ATTACHED PRIVY TO WEST AND SOUTH OF ASHINGTON FARMHOUSE,,WANSBECK ROAD,,,,,Ashington,Northumberland,,,NZ 26373 86760,55.17444463,-1.5874725,18 December 1986,18 December 1986,235900
https://historicengland.org.uk/listing/the-list/list-entry/1041388,1041388,Listing,II,VICARAGE TO CHURCH OF THE HOLY SEPULCHRE WITH ATTACHED YARD WALL AND OUTBUILDINGS,,"OUTBUILDING, VICARAGE, WALL, ","POST MEDIEVAL, ","c1897, ","RUBBLE, STONE, ","TILE, WELSH SLATE, ",VICARAGE TO CHURCH OF THE HOLY SEPULCHRE WITH ATTACHED YARD WALL AND OUTBUILDINGS,,WANSBECK ROAD,,,,,Ashington,Northumberland,,,NZ 26452 87618,55.18215013,-1.58615237,18 December 1986,18 December 1986,235902
https://historicengland.org.uk/listing/the-list/list-entry/1041389,1041389,Listing,II,FORSTER TOMB 7 METRES SOUTH AISLE OF CHURCH OF ST MARY,,"TABLE TOMB, ","POST MEDIEVAL, ","1800, ","SANDSTONE, ",,FORSTER TOMB 7 METRES SOUTH AISLE OF CHURCH OF ST MARY,,,,,,,Newbiggin by the Sea,Northumberland,,WOODHORN,NZ 30146 88830,55.19283013,-1.52801709,18 December 1986,18 December 1986,235904
https://historicengland.org.uk/listing/the-list/list-entry/1041390,1041390,Listing,II,BOWER HEADSTONE 15 METRES SOUTH-EAST OF SOUTH AISLE OF CHURCH OF ST MARY,,"GRAVESTONE, ","POST MEDIEVAL, ","1822, ","SANDSTONE, ",,BOWER HEADSTONE 15 METRES SOUTH-EAST OF SOUTH AISLE OF CHURCH OF ST MARY,,,,,,,Newbiggin by the Sea,Northumberland,,WOODHORN,NZ 30159 88828,55.19281137,-1.52781311,18 December 1986,18 December 1986,235906
https://historicengland.org.uk/listing/the-list/list-entry/1041391,1041391,Listing,II,DEEPLEIGH RESIDENTIAL HOME,WOODHORN VICARAGE,"NURSING HOME, VICARAGE, ","POST MEDIEVAL, ","C18, early C19, ","BRICK, STONE, ","PANTILE, ",DEEPLEIGH RESIDENTIAL HOME,,,,,,,Newbiggin by the Sea,Northumberland,,WOODHORN,NZ 30028 88785,55.19243294,-1.52987529,14 April 1949,18 December 1986,235908
https://historicengland.org.uk/listing/the-list/list-entry/1041392,1041392,Listing,II,GLEBE HOUSE AND ATTACHED OUTBUILDING,,"HOUSE, OUTBUILDING, ","POST MEDIEVAL, ","1845, C18, ","BRICK, RUBBLE, STONE, ","WELSH SLATE, ",GLEBE HOUSE AND ATTACHED OUTBUILDING,,,,,,,Newbiggin by the Sea,Northumberland,,WOODHORN,NZ 30029 88825,55.1927923,-1.52985535,18 December 1986,18 December 1986,235910
https://historicengland.org.uk/listing/the-list/list-entry/1041393,1041393,Listing,II,EASTFIELD,,"HOUSE, ","POST MEDIEVAL, ","C19, mid C18, ","STONE, TIMBER, ","WELSH SLATE, ",EASTFIELD,,,,,,,Newbiggin by the Sea,Northumberland,,WOODHORN,NZ 29890 88826,55.19280968,-1.53203853,18 December 1986,18 December 1986,235911
https://historicengland.org.uk/listing/the-list/list-entry/1041395,1041395,Listing,II,BLACKSMITHS AND JOINERS SHOPS TO WEST OF PIT HEAD,,"BLACKSMITHS WORKSHOP, JOINERS SHOP, MUSEUM, ","EARLY 20TH CENTURY, LATE 20TH CENTURY, POST MEDIEVAL, ","Constructed 1894, Converted by 1986, Extended 1908, ","BRICK, ","WELSH SLATE, ",BLACKSMITHS AND JOINERS SHOPS TO WEST OF PIT HEAD,,,,,,,Ashington,Northumberland,,WOODHORN COLLIERY,NZ 28802 88441,55.18941455,-1.54916695,18 December 1986,18 December 1986,235917
https://historicengland.org.uk/listing/the-list/list-entry/1041396,1041396,Listing,II,ASHINGTON CO-OPERATIVE SOCIETY PREMISES,,"DEPARTMENT STORE, OFFICE, SHOPPING ARCADE, ","EARLY 20TH CENTURY, LATE 20TH CENTURY, ","Constructed 1924, Converted 1976, ","ASHLAR, BRICK, TERRACOTTA, ","TILE, ",ASHINGTON CO-OPERATIVE SOCIETY PREMISES,,WOODHORN ROAD,,,,,Ashington,Northumberland,,ASHINGTON,NZ 27669 87796,55.18368326,-1.56702449,18 December 1986,18 December 1986,235921
https://historicengland.org.uk/listing/the-list/list-entry/1041397,1041397,Listing,II,GATEPIERS AND ADJACENT WALLS WITH RAILINGS TO CHURCH OF ST CUTHBERT,,"GATE PIER, RAILINGS, WALL, ","POST MEDIEVAL, ","C19, mid C18, ","CAST IRON, STONE, ",,GATEPIERS AND ADJACENT WALLS WITH RAILINGS TO CHURCH OF ST CUTHBERT,,BEDLINGTON,,,,,West Bedlington,Northumberland,,,NZ 26032 81834,55.13019905,-1.59327647,18 December 1986,18 December 1986,235925
https://historicengland.org.uk/listing/the-list/list-entry/1041398,1041398,Listing,II,PAIR OF HEADSTONES 1 METRE EAST OF CHURCH OF ST CUTHBERT,,"GRAVESTONE, ","POST MEDIEVAL, ","1806, 1863-4, C19, ","SANDSTONE, ",,PAIR OF HEADSTONES 1 METRE EAST OF CHURCH OF ST CUTHBERT,,CHURCH LANE,,,,,West Bedlington,Northumberland,,BEDLINGTON,NZ 26070 81812,55.12999937,-1.59268254,18 December 1986,18 December 1986,235926
https://historicengland.org.uk/listing/the-list/list-entry/1041399,1041399,Listing,II,NICHOLSON HEADSTONE 17 METRES SOUTH OF CHANCEL OF CHURCH OF ST CUTHBERT,,"GRAVESTONE, ","POST MEDIEVAL, ","1741, ","SANDSTONE, ",,NICHOLSON HEADSTONE 17 METRES SOUTH OF CHANCEL OF CHURCH OF ST CUTHBERT,,CHURCH LANE,,,,,West Bedlington,Northumberland,,BEDLINGTON,NZ 26055 81790,55.12980247,-1.59291979,18 December 1986,18 December 1986,235930
https://historicengland.org.uk/listing/the-list/list-entry/1041400,1041400,Listing,II,THE TOWER AND BEECHES,,"HOUSE, OBSERVATORY, SCHOOL, SUNDIAL, ","MODERN, POST MEDIEVAL, ","1910, early C20, late C18, ","RUBBLE, ","SLATE, ",THE TOWER AND BEECHES,,CHURCH LANE,,,,,West Bedlington,Northumberland,,BEDLINGTON,NZ 26060 81627,55.12833754,-1.59285627,18 December 1986,18 December 1986,235934
https://historicengland.org.uk/listing/the-list/list-entry/1041401,1041401,Listing,II,THE OLD VICARAGE,THE VICARAGE,"HOUSE, VICARAGE, ","POST MEDIEVAL, ","1835, C18, ","RUBBLE, STONE, ","WELSH SLATE, ",THE OLD VICARAGE,,FRONT STREET EAST,,,,,West Bedlington,Northumberland,,BEDLINGTON,NZ2609381790,55.12980199,-1.59231725,18 October 1949,18 December 1986,235936
https://historicengland.org.uk/listing/the-list/list-entry/1041402,1041402,Listing,II,No name for this Entry,PRUDHOE HOUSE,"HOUSE, ","POST MEDIEVAL, ","Post 1831, ","ASHLAR, BRICK, ",,,1-7,PRUDHOE STREET,,,,,Alnwick,Northumberland,,,NU 18658 13013,55.41069409,-1.70686341,25 August 1977,25 August 1977,235840
https://historicengland.org.uk/listing/the-list/list-entry/1041403,1041403,Listing,II,FOREST LODGE AND STOCKINGATE,,"ARCH, GATE, LODGE, TOWER, ","POST MEDIEVAL, ","1854, ","ASHLAR, ",,FOREST LODGE AND STOCKINGATE,,RATTEN ROW,,,,,Alnwick,Northumberland,,,NU 17969 13692,55.41681682,-1.7177043,25 August 1977,25 August 1977,235843
https://historicengland.org.uk/listing/the-list/list-entry/1041404,1041404,Listing,II,No name for this Entry,,"HOUSE, SHOP, ",,,,,,22 AND 24,SAINT MICHAEL'S LANE,,,,,Alnwick,Northumberland,,,NU 18641 13128,55.41172662,-1.70713065,25 August 1977,25 August 1977,235847
https://historicengland.org.uk/listing/the-list/list-entry/1041406,1041406,Listing,II,HAPPY HAVEN,,"HOUSE, ","POST MEDIEVAL, ","Early C19 - Mid C19, ","ASHLAR, ","SLATE, ",HAPPY HAVEN,2,SOUTH STREET,,,,,Alnwick,Northumberland,,,NU 18666 12920,55.40985431,-1.7067452,25 August 1977,25 August 1977,235851
https://historicengland.org.uk/listing/the-list/list-entry/1041407,1041407,Listing,II,LINHOPE HOUSE,,"HOUSE, ","POST MEDIEVAL, ","Mid C19, ","ASHLAR, ","SLATE, ",LINHOPE HOUSE,,SOUTH STREET,,,,,Alnwick,Northumberland,,,NU 18692 12937,55.41000603,-1.70634158,25 August 1977,25 August 1977,235856
https://historicengland.org.uk/listing/the-list/list-entry/1041408,1041408,Listing,II,FOUNTAIN IN GARDEN TO SOUTH OF LINHOPE HOUSE,,"FOUNTAIN, ","POST MEDIEVAL, ","Mid C19, ","STONE, ",,FOUNTAIN IN GARDEN TO SOUTH OF LINHOPE HOUSE,,SOUTH STREET,,,,,Alnwick,Northumberland,,,NU 18700 12912,55.40978388,-1.70621079,25 August 1977,25 August 1977,235857
https://historicengland.org.uk/listing/the-list/list-entry/1041410,1041410,Listing,II,EYECATCHER IN SWANSFIELD PARK WALL WEST SIDE NEAR 'EASTVIEW',,"FOLLY, ","POST MEDIEVAL, ","Early C19, ","ASHLAR, ",,EYECATCHER IN SWANSFIELD PARK WALL WEST SIDE NEAR 'EASTVIEW',,SWANSFIELD PARK,,,,,Alnwick,Northumberland,,,NU 18042 12480,55.40592666,-1.7166306,25 August 1977,25 August 1977,235861
https://historicengland.org.uk/listing/the-list/list-entry/1041411,1041411,Listing,II,FORMER RAILWAY TERMINUS,,"RAILWAY STATION, ","POST MEDIEVAL, ","Constructed 1887, ","RUBBLE, STONE, ","SLATE, ",FORMER RAILWAY TERMINUS,,WAGONWAY ROAD,,,,,Alnwick,Northumberland,,,NU 19155 12941,55.410027,-1.69902283,25 August 1977,25 August 1977,235863
https://historicengland.org.uk/listing/the-list/list-entry/1041412,1041412,Listing,II,No name for this Entry,,"HOUSE, ","POST MEDIEVAL, ","C18/Early C19, ","BRICK, RUBBLE, ","SLATE, ",,3,WALKERGATE,,,,,Alnwick,Northumberland,,,NU 18353 13769,55.41749993,-1.71163505,25 August 1977,25 August 1977,235865
https://historicengland.org.uk/listing/the-list/list-entry/1041413,1041413,Listing,II,No name for this Entry,,"HOUSE, ","POST MEDIEVAL, ","Early C19, ","ASHLAR, BRICK, ","SLATE, ",,5,WALKERGATE,,,,,Alnwick,Northumberland,,,NU 18550 13749,55.41731276,-1.70852099,25 August 1977,25 August 1977,235867
https://historicengland.org.uk/listing/the-list/list-entry/1041414,1041414,Listing,II,No name for this Entry,,"HOUSE, ","POST MEDIEVAL, ","Early C19, ","ASHLAR, BRICK, COBBLE, ","SLATE, ",,7,WALKERGATE,,,,,Alnwick,Northumberland,,,NU 18569 13745,55.41726978,-1.70822427,25 August 1977,25 August 1977,235868
https://historicengland.org.uk/listing/the-list/list-entry/1041416,1041416,Listing,II,THE OLD RECTORY,,"VICARAGE, ","POST MEDIEVAL, ","early C19, late C17, late C18, ","BRICK, RUBBLE, STONE, ","SLATE, ",THE OLD RECTORY,,A 1068,,,,,Ashington,Northumberland,,SHEEPWASH,NZ 25553 85884,55.16661602,-1.6004252,18 December 1986,18 December 1986,235872
https://historicengland.org.uk/listing/the-list/list-entry/1041417,1041417,Listing,II,GARDEN WALL TO SOUTH EAST OF OLD RECTORY,,"GARDEN WALL, ","POST MEDIEVAL, ","C18, ","STONE, ",,GARDEN WALL TO SOUTH EAST OF OLD RECTORY,,A 1068,,,,,Ashington,Northumberland,,SHEEPWASH,NZ 25554 85870,55.16648745,-1.60040664,18 December 1986,18 December 1986,235873
https://historicengland.org.uk/listing/the-list/list-entry/1041418,1041418,Listing,II,WINDMILL FARMHOUSE,,"HOUSE, ","POST MEDIEVAL, ","late C19, mid C18, ","BRICK, RUBBLE, STONE, ","WELSH SLATE, ",WINDMILL FARMHOUSE,,A 1068,,,,,East Bedlington,Northumberland,,,NZ 25629 83054,55.14118256,-1.59948691,18 December 1986,18 December 1986,235875
https://historicengland.org.uk/listing/the-list/list-entry/1041419,1041419,Listing,II,"HARTFORD BRIDGE, OVER THE RIVER BLYTH",,"ROAD BRIDGE, ","EARLY 20TH CENTURY, MEDIEVAL, POST MEDIEVAL, ","Constructed C15 or C16, Widened 1688, Widened and partly rebuilt 1904, ","ASHLAR, RUBBLE, STONE, ",,"HARTFORD BRIDGE, OVER THE RIVER BLYTH",,A 1068,,,,,Cramlington,Northumberland,,HARTFORD,NZ 24278 79975,55.11358312,-1.62094204,18 December 1986,18 December 1986,235877
,,,,,,,,,,,"HARTFORD BRIDGE, OVER THE RIVER BLYTH",,A 1068,,,,,West Bedlington,Northumberland,,HARTFORD,NZ 24278 79975,55.11358312,-1.62094204,18 December 1986,18 December 1986,235877
https://historicengland.org.uk/listing/the-list/list-entry/1041420,1041420,Listing,II,NETHERTON BLUE HOUSE FARMHOUSE,BLUE HOUSE FARMHOUSE,"FARMHOUSE, ","POST MEDIEVAL, ","Possibly constructed 1716, ","BRICK, RENDER, STONE, ","WELSH SLATE, ",NETHERTON BLUE HOUSE FARMHOUSE,,B 1331,,,,,West Bedlington,Northumberland,,,NZ 24252 82442,55.13575229,-1.62113997,12 January 1976,18 December 1986,235878
https://historicengland.org.uk/listing/the-list/list-entry/1041421,1041421,Listing,II,WALL AND GATE PIERS TO SOUTH OF NETHERTON SCHOOL,,"GATE PIER, WALL, ","POST MEDIEVAL, ","c1846, ","ASHLAR, STONE, ",,WALL AND GATE PIERS TO SOUTH OF NETHERTON SCHOOL,,B 1331,,,,,West Bedlington,Northumberland,,NEDDERTON,NZ 23464 81970,55.13154877,-1.63353849,18 December 1986,18 December 1986,235880
https://historicengland.org.uk/listing/the-list/list-entry/1041422,1041422,Listing,II,CHURCH OF ST PAUL THE APOSTLE,ST PAULS CHURCH,"PARISH CHURCH, ","POST MEDIEVAL, ","Built 1866, ","ASHLAR, PLASTER, RUBBLE, STONE, TIMBER, ","WELSH SLATE, ",CHURCH OF ST PAUL THE APOSTLE,,,,,,,Choppington,Northumberland,,CHOPPINGTON,NZ 25501 83942,55.14916845,-1.60141537,18 October 1949,18 December 1986,235883
https://historicengland.org.uk/listing/the-list/list-entry/1041424,1041424,Listing,II,No name for this Entry,,"HOUSE, SHOP, ","POST MEDIEVAL, ","Early C19, Late C19, ","ASHLAR, ",,,26 AND 28,FENKLE STREET,,,,,Alnwick,Northumberland,,,NU 18602 13401,55.41418434,-1.70773359,20 February 1952,25 August 1977,235793
,,,,,,,,,,,,9,NARROWGATE,,,,,Alnwick,Northumberland,,,NU 18602 13401,55.41418434,-1.70773359,20 February 1952,25 August 1977,235793
https://historicengland.org.uk/listing/the-list/list-entry/1041426,1041426,Listing,II,DOROTHY FOSTER COURT,,"COURTYARD, HOUSE, ","POST MEDIEVAL, ","Early C19, ","ASHLAR, ",,DOROTHY FOSTER COURT,,NARROWGATE,,,,,Alnwick,Northumberland,,,NU 18509 13518,55.41523782,-1.70918425,25 August 1977,25 August 1977,235797
https://historicengland.org.uk/listing/the-list/list-entry/1041427,1041427,Listing,II,No name for this Entry,,"HOUSE, SHOP, ","MODERN, POST MEDIEVAL, ","Early C18, Mid C18, Modern, ","BRICK, RENDER, RUBBLE, ","SLATE, ",,8-14,NARROWGATE,,,,,Alnwick,Northumberland,,,NU 18611 13413,55.41429001,-1.7075877,25 August 1977,25 August 1977,235798
https://historicengland.org.uk/listing/the-list/list-entry/1041428,1041428,Listing,II,No name for this Entry,,"HOUSE, SHOP, ","POST MEDIEVAL, ","C18, Late C19, ","BRICK, PANTILE, STONE, ","SLATE, ",,18,NARROWGATE,,,,,Alnwick,Northumberland,,,NU 18594 13431,55.41444847,-1.70785505,25 August 1977,25 August 1977,235800
https://historicengland.org.uk/listing/the-list/list-entry/1041429,1041429,Listing,II,BLACK SWAN PUBLIC HOUSE,,"PUBLIC HOUSE, SHOP, ","POST MEDIEVAL, ","C18, Late C19, ","BRICK, PEBBLEDASH, RENDER, STONE, ","SLATE, ",BLACK SWAN PUBLIC HOUSE,26,NARROWGATE,,,,,Alnwick,Northumberland,,,NU 18575 13451,55.41463527,-1.70814799,25 August 1977,25 August 1977,235802
https://historicengland.org.uk/listing/the-list/list-entry/1041430,1041430,Listing,II,No name for this Entry,,"HOUSE, RAINWATER HEAD, SHOP, ","POST MEDIEVAL, ","1790, Late C19, ","PEBBLEDASH, ",,,28,NARROWGATE,,,,,Alnwick,Northumberland,,,NU 18568 13457,55.41468494,-1.7082666,25 August 1977,25 August 1977,235803
https://historicengland.org.uk/listing/the-list/list-entry/1041431,1041431,Listing,II,No name for this Entry,,"HOUSE, SHOP, ","POST MEDIEVAL, ","Early C19, Late C19, ","ASHLAR, ","SLATE, ",,30,NARROWGATE,,,,,Alnwick,Northumberland,,,NU 18561 13461,55.4147196,-1.70837033,25 August 1977,25 August 1977,235804
https://historicengland.org.uk/listing/the-list/list-entry/1041432,1041432,Listing,II,YE OLDE CROSS PUBLIC HOUSE 'DIRTY BOTTLES',,"PUBLIC HOUSE, ","POST MEDIEVAL, ","C17, C19, ","STONE, ","SLATE, ",YE OLDE CROSS PUBLIC HOUSE 'DIRTY BOTTLES',32,NARROWGATE,,,,,Alnwick,Northumberland,,,NU 18552 13468,55.41478861,-1.70850957,20 February 1952,25 August 1977,235805
https://historicengland.org.uk/listing/the-list/list-entry/1041433,1041433,Listing,II,No name for this Entry,,"HOUSE, ","POST MEDIEVAL, ","c1830, ","ASHLAR, ","SLATE, ",,36,NARROWGATE,,,,,Alnwick,Northumberland,,,NU 18537 13485,55.41493887,-1.70874625,25 August 1977,25 August 1977,235807
https://historicengland.org.uk/listing/the-list/list-entry/1041434,1041434,Listing,II,No name for this Entry,,"HOUSE, ","POST MEDIEVAL, ","Early C19, ","ASHLAR, BRICK, STONE, ","SLATE, ",,1-3,NORTHUMBERLAND STREET,,,,,Alnwick,Northumberland,,,NU 18437 13602,55.41599157,-1.71032247,25 August 1977,25 August 1977,235809
https://historicengland.org.uk/listing/the-list/list-entry/1041435,1041435,Listing,II,No name for this Entry,,"HOUSE, SHOP, ","MODERN, POST MEDIEVAL, ","C20, Early C19, Early C20, Late C19, ","ASHLAR, ","SLATE, ",,"9, 10 AND 10A",PAIKES STREET,,,,,Alnwick,Northumberland,,,NU 18624 13372,55.41391593,-1.70738248,25 August 1977,25 August 1977,235811
,,,,,,,,,,,,"9, 10, AND 10A",PAIKES LANE,,,,,Alnwick,Northumberland,,,NU 18624 13372,55.41391593,-1.70738248,25 August 1977,25 August 1977,235811
https://historicengland.org.uk/listing/the-list/list-entry/1041436,1041436,Listing,II,No name for this Entry,,"HOUSE, ","POST MEDIEVAL, ","Post 1830, ","ASHLAR, BRICK, ","SLATE, ",,2 AND 3,PERCY STREET,,,,,Alnwick,Northumberland,,,NU 18615 13091,55.41139478,-1.7075411,25 August 1977,25 August 1977,235813
https://historicengland.org.uk/listing/the-list/list-entry/1041439,1041439,Listing,II,GATE PIERS AND GATES TO THE PARISH CHURCH OF ST PAUL,,"GATE, GATE PIER, ","POST MEDIEVAL, ","c1846, ","CAST IRON, STONE, ",,GATE PIERS AND GATES TO THE PARISH CHURCH OF ST PAUL,,PERCY STREET,,,,,Alnwick,Northumberland,,,NU 18634 13054,55.41106152,-1.70724377,25 August 1977,25 August 1977,235819
https://historicengland.org.uk/listing/the-list/list-entry/1041440,1041440,Listing,II,No name for this Entry,,"HOUSE, RAILINGS, ","POST MEDIEVAL, ","Post 1831, ","ASHLAR, CAST IRON, ","SLATE, ",,4 AND 5,PERCY TERRACE,,,,,Alnwick,Northumberland,,,NU 18611 12980,55.41040171,-1.7076156,25 August 1977,25 August 1977,235823
https://historicengland.org.uk/listing/the-list/list-entry/1041441,1041441,Listing,II,LOAN END,,"DETACHED HOUSE, ","POST MEDIEVAL, ","Constructed by 1827, ","ASHLAR, BRICK, RENDER, ","SLATE, ",LOAN END,,PERCY TERRACE,,,,,Alnwick,Northumberland,,,NU 18515 12850,55.40922935,-1.70913113,25 August 1977,25 August 1977,235827
https://historicengland.org.uk/listing/the-list/list-entry/1041442,1041442,Listing,II,PERCY HOUSE,,"HOUSE, ","POST MEDIEVAL, ","Early C19, ","ASHLAR, ","SLATE, ",PERCY HOUSE,,PERCY TERRACE,,,,,Alnwick,Northumberland,,,NU 18636 12981,55.41040529,-1.70722098,25 August 1977,25 August 1977,235828
https://historicengland.org.uk/listing/the-list/list-entry/1041443,1041443,Listing,II,LOVAINE PLACE,,"HOUSE, ","POST MEDIEVAL, ","Early C19, ","ASHLAR, BRICK, ","SLATE, ",LOVAINE PLACE,2,PERCY TERRACE,,,,,Alnwick,Northumberland,,,NU 18645 12921,55.4098638,-1.7070744,25 August 1977,25 August 1977,235831
